Horodate;Valeur
2018-03-27T02:30:00+02:00;978
2018-03-27T03:00:00+02:00;644
2018-03-27T03:30:00+02:00;408
2018-03-27T04:00:00+02:00;328
2018-03-27T04:30:00+02:00;206
2018-03-27T05:00:00+02:00;326
2018-03-27T05:30:00+02:00;136
2018-03-27T06:00:00+02:00;240
2018-03-27T06:30:00+02:00;138
2018-03-27T07:00:00+02:00;164
2018-03-27T07:30:00+02:00;130
2018-03-27T08:00:00+02:00;46
2018-03-27T08:30:00+02:00;70
2018-03-27T09:00:00+02:00;118
2018-03-27T09:30:00+02:00;40
2018-03-27T10:00:00+02:00;52
2018-03-27T10:30:00+02:00;52
2018-03-27T11:00:00+02:00;36
2018-03-27T11:30:00+02:00;54
2018-03-27T12:00:00+02:00;36
2018-03-27T12:30:00+02:00;56
2018-03-27T13:00:00+02:00;40
2018-03-27T13:30:00+02:00;48
2018-03-27T14:00:00+02:00;50
2018-03-27T14:30:00+02:00;664
2018-03-27T15:00:00+02:00;1924
2018-03-27T15:30:00+02:00;1308
2018-03-27T16:00:00+02:00;726
2018-03-27T16:30:00+02:00;270
2018-03-27T17:00:00+02:00;38
2018-03-27T17:30:00+02:00;72
2018-03-27T18:00:00+02:00;224
2018-03-27T18:30:00+02:00;1544
2018-03-27T19:00:00+02:00;1392
2018-03-27T19:30:00+02:00;1328
2018-03-27T20:00:00+02:00;1228
2018-03-27T20:30:00+02:00;1152
2018-03-27T21:00:00+02:00;1346
2018-03-27T21:30:00+02:00;1144
2018-03-27T22:00:00+02:00;1162
2018-03-27T22:30:00+02:00;1152
2018-03-27T23:00:00+02:00;1096
2018-03-27T23:30:00+02:00;1050
2018-03-28T00:00:00+02:00;90
2018-03-28T00:30:00+02:00;74
2018-03-28T01:00:00+02:00;66
2018-03-28T01:30:00+02:00;510
2018-03-28T02:00:00+02:00;612
2018-03-28T02:30:00+02:00;440
2018-03-28T03:00:00+02:00;238
2018-03-28T03:30:00+02:00;250
2018-03-28T04:00:00+02:00;236
2018-03-28T04:30:00+02:00;230
2018-03-28T05:00:00+02:00;282
2018-03-28T05:30:00+02:00;146
2018-03-28T06:00:00+02:00;152
2018-03-28T06:30:00+02:00;140
2018-03-28T07:00:00+02:00;146
2018-03-28T07:30:00+02:00;134
2018-03-28T08:00:00+02:00;54
2018-03-28T08:30:00+02:00;70
2018-03-28T09:00:00+02:00;132
2018-03-28T09:30:00+02:00;54
2018-03-28T10:00:00+02:00;38
2018-03-28T10:30:00+02:00;54
2018-03-28T11:00:00+02:00;52
2018-03-28T11:30:00+02:00;40
2018-03-28T12:00:00+02:00;54
2018-03-28T12:30:00+02:00;38
2018-03-28T13:00:00+02:00;54
2018-03-28T13:30:00+02:00;46
2018-03-28T14:00:00+02:00;48
2018-03-28T14:30:00+02:00;676
2018-03-28T15:00:00+02:00;1916
2018-03-28T15:30:00+02:00;1920
2018-03-28T16:00:00+02:00;1142
2018-03-28T16:30:00+02:00;418
2018-03-28T17:00:00+02:00;54
2018-03-28T17:30:00+02:00;52
2018-03-28T18:00:00+02:00;40
2018-03-28T18:30:00+02:00;64
2018-03-28T19:00:00+02:00;78
2018-03-28T19:30:00+02:00;98
2018-03-28T20:00:00+02:00;114
2018-03-28T20:30:00+02:00;100
2018-03-28T21:00:00+02:00;752
2018-03-28T21:30:00+02:00;1158
2018-03-28T22:00:00+02:00;1164
2018-03-28T22:30:00+02:00;1148
2018-03-28T23:00:00+02:00;1152
2018-03-28T23:30:00+02:00;1142
2018-03-29T00:00:00+02:00;1138
2018-03-29T00:30:00+02:00;1158
2018-03-29T01:00:00+02:00;784
2018-03-29T01:30:00+02:00;670
2018-03-29T02:00:00+02:00;650
2018-03-29T02:30:00+02:00;388
2018-03-29T03:00:00+02:00;366
2018-03-29T03:30:00+02:00;276
2018-03-29T04:00:00+02:00;224
2018-03-29T04:30:00+02:00;250
2018-03-29T05:00:00+02:00;138
2018-03-29T05:30:00+02:00;166
2018-03-29T06:00:00+02:00;182
2018-03-29T06:30:00+02:00;188
2018-03-29T07:00:00+02:00;224
2018-03-29T07:30:00+02:00;46
2018-03-29T08:00:00+02:00;58
2018-03-29T08:30:00+02:00;72
2018-03-29T09:00:00+02:00;70
2018-03-29T09:30:00+02:00;132
2018-03-29T10:00:00+02:00;40
2018-03-29T10:30:00+02:00;44
2018-03-29T11:00:00+02:00;46
2018-03-29T11:30:00+02:00;30
2018-03-29T12:00:00+02:00;46
2018-03-29T12:30:00+02:00;44
2018-03-29T13:00:00+02:00;32
2018-03-29T13:30:00+02:00;46
2018-03-29T14:00:00+02:00;32
2018-03-29T14:30:00+02:00;672
2018-03-29T15:00:00+02:00;1906
2018-03-29T15:30:00+02:00;1648
2018-03-29T16:00:00+02:00;1168
2018-03-29T16:30:00+02:00;328
2018-03-29T17:00:00+02:00;46
2018-03-29T17:30:00+02:00;44
2018-03-29T18:00:00+02:00;32
2018-03-29T18:30:00+02:00;44
2018-03-29T19:00:00+02:00;44
2018-03-29T19:30:00+02:00;32
2018-03-29T20:00:00+02:00;48
2018-03-29T20:30:00+02:00;1736
2018-03-29T21:00:00+02:00;1124
2018-03-29T21:30:00+02:00;1146
2018-03-29T22:00:00+02:00;1220
2018-03-29T22:30:00+02:00;1118
2018-03-29T23:00:00+02:00;1104
2018-03-29T23:30:00+02:00;242
2018-03-30T00:00:00+02:00;60
2018-03-30T00:30:00+02:00;38
2018-03-30T01:00:00+02:00;52
2018-03-30T01:30:00+02:00;678
2018-03-30T02:00:00+02:00;1436
2018-03-30T02:30:00+02:00;702
2018-03-30T03:00:00+02:00;448
2018-03-30T03:30:00+02:00;258
2018-03-30T04:00:00+02:00;170
2018-03-30T04:30:00+02:00;170
2018-03-30T05:00:00+02:00;136
2018-03-30T05:30:00+02:00;156
2018-03-30T06:00:00+02:00;154
2018-03-30T06:30:00+02:00;166
2018-03-30T07:00:00+02:00;158
2018-03-30T07:30:00+02:00;56
2018-03-30T08:00:00+02:00;40
2018-03-30T08:30:00+02:00;74
2018-03-30T09:00:00+02:00;134
2018-03-30T09:30:00+02:00;32
2018-03-30T10:00:00+02:00;44
2018-03-30T10:30:00+02:00;38
2018-03-30T11:00:00+02:00;32
2018-03-30T11:30:00+02:00;44
2018-03-30T12:00:00+02:00;36
2018-03-30T12:30:00+02:00;34
2018-03-30T13:00:00+02:00;34
2018-03-30T13:30:00+02:00;38
2018-03-30T14:00:00+02:00;44
2018-03-30T14:30:00+02:00;660
2018-03-30T15:00:00+02:00;1936
2018-03-30T15:30:00+02:00;990
2018-03-30T16:00:00+02:00;556
2018-03-30T16:30:00+02:00;248
2018-03-30T17:00:00+02:00;44
2018-03-30T17:30:00+02:00;32
2018-03-30T18:00:00+02:00;40
2018-03-30T18:30:00+02:00;42
2018-03-30T19:00:00+02:00;64
2018-03-30T19:30:00+02:00;90
2018-03-30T20:00:00+02:00;1282
2018-03-30T20:30:00+02:00;1166
2018-03-30T21:00:00+02:00;1148
2018-03-30T21:30:00+02:00;1146
2018-03-30T22:00:00+02:00;1168
2018-03-30T22:30:00+02:00;1174
2018-03-30T23:00:00+02:00;1136
2018-03-30T23:30:00+02:00;160
2018-03-31T00:00:00+02:00;56
2018-03-31T00:30:00+02:00;46
2018-03-31T01:00:00+02:00;48
2018-03-31T01:30:00+02:00;452
2018-03-31T02:00:00+02:00;538
2018-03-31T02:30:00+02:00;392
2018-03-31T03:00:00+02:00;240
2018-03-31T03:30:00+02:00;228
2018-03-31T04:00:00+02:00;254
2018-03-31T04:30:00+02:00;134
2018-03-31T05:00:00+02:00;246
2018-03-31T05:30:00+02:00;148
2018-03-31T06:00:00+02:00;134
2018-03-31T06:30:00+02:00;148
2018-03-31T07:00:00+02:00;136
2018-03-31T07:30:00+02:00;150
2018-03-31T08:00:00+02:00;118
2018-03-31T08:30:00+02:00;110
2018-03-31T09:00:00+02:00;42
2018-03-31T09:30:00+02:00;44
2018-03-31T10:00:00+02:00;28
2018-03-31T10:30:00+02:00;44
2018-03-31T11:00:00+02:00;40
2018-03-31T11:30:00+02:00;32
2018-03-31T12:00:00+02:00;44
2018-03-31T12:30:00+02:00;28
2018-03-31T13:00:00+02:00;44
2018-03-31T13:30:00+02:00;40
2018-03-31T14:00:00+02:00;32
2018-03-31T14:30:00+02:00;680
2018-03-31T15:00:00+02:00;1916
2018-03-31T15:30:00+02:00;1758
2018-03-31T16:00:00+02:00;798
2018-03-31T16:30:00+02:00;414
2018-03-31T17:00:00+02:00;30
2018-03-31T17:30:00+02:00;44
2018-03-31T18:00:00+02:00;44
2018-03-31T18:30:00+02:00;28
2018-03-31T19:00:00+02:00;44
2018-03-31T19:30:00+02:00;44
2018-03-31T20:00:00+02:00;28
2018-03-31T20:30:00+02:00;44
2018-03-31T21:00:00+02:00;44
2018-03-31T21:30:00+02:00;28
2018-03-31T22:00:00+02:00;44
2018-03-31T22:30:00+02:00;28
2018-03-31T23:00:00+02:00;46
2018-03-31T23:30:00+02:00;28
2018-04-01T00:00:00+02:00;44
2018-04-01T00:30:00+02:00;38
2018-04-01T01:00:00+02:00;34
2018-04-01T01:30:00+02:00;540
2018-04-01T02:00:00+02:00;598
2018-04-01T02:30:00+02:00;416
2018-04-01T03:00:00+02:00;326
2018-04-01T03:30:00+02:00;228
2018-04-01T04:00:00+02:00;158
2018-04-01T04:30:00+02:00;282
2018-04-01T05:00:00+02:00;156
2018-04-01T05:30:00+02:00;150
2018-04-01T06:00:00+02:00;132
2018-04-01T06:30:00+02:00;132
2018-04-01T07:00:00+02:00;132
2018-04-01T07:30:00+02:00;156
2018-04-01T08:00:00+02:00;30
2018-04-01T08:30:00+02:00;42
2018-04-01T09:00:00+02:00;36
2018-04-01T09:30:00+02:00;34
2018-04-01T10:00:00+02:00;28
2018-04-01T10:30:00+02:00;46
2018-04-01T11:00:00+02:00;32
2018-04-01T11:30:00+02:00;38
2018-04-01T12:00:00+02:00;42
2018-04-01T12:30:00+02:00;28
2018-04-01T13:00:00+02:00;44
2018-04-01T13:30:00+02:00;28
2018-04-01T14:00:00+02:00;42
2018-04-01T14:30:00+02:00;436
2018-04-01T15:00:00+02:00;456
2018-04-01T15:30:00+02:00;390
2018-04-01T16:00:00+02:00;232
2018-04-01T16:30:00+02:00;142
2018-04-01T17:00:00+02:00;38
2018-04-01T17:30:00+02:00;32
2018-04-01T18:00:00+02:00;42
2018-04-01T18:30:00+02:00;40
2018-04-01T19:00:00+02:00;32
2018-04-01T19:30:00+02:00;42
2018-04-01T20:00:00+02:00;42
2018-04-01T20:30:00+02:00;28
2018-04-01T21:00:00+02:00;44
2018-04-01T21:30:00+02:00;28
2018-04-01T22:00:00+02:00;42
2018-04-01T22:30:00+02:00;42
2018-04-01T23:00:00+02:00;28
2018-04-01T23:30:00+02:00;44
2018-04-02T00:00:00+02:00;42
2018-04-02T00:30:00+02:00;28
2018-04-02T01:00:00+02:00;42
2018-04-02T01:30:00+02:00;478
2018-04-02T02:00:00+02:00;576
2018-04-02T02:30:00+02:00;402
2018-04-02T03:00:00+02:00;286
2018-04-02T03:30:00+02:00;238
2018-04-02T04:00:00+02:00;232
2018-04-02T04:30:00+02:00;134
2018-04-02T05:00:00+02:00;258
2018-04-02T05:30:00+02:00;120
2018-04-02T06:00:00+02:00;140
2018-04-02T06:30:00+02:00;188
2018-04-02T07:00:00+02:00;190
2018-04-02T07:30:00+02:00;42
2018-04-02T08:00:00+02:00;28
2018-04-02T08:30:00+02:00;44
2018-04-02T09:00:00+02:00;28
2018-04-02T09:30:00+02:00;42
2018-04-02T10:00:00+02:00;42
2018-04-02T10:30:00+02:00;28
2018-04-02T11:00:00+02:00;42
2018-04-02T11:30:00+02:00;30
2018-04-02T12:00:00+02:00;38
2018-04-02T12:30:00+02:00;36
2018-04-02T13:00:00+02:00;42
2018-04-02T13:30:00+02:00;30
2018-04-02T14:00:00+02:00;42
2018-04-02T14:30:00+02:00;446
2018-04-02T15:00:00+02:00;500
2018-04-02T15:30:00+02:00;260
2018-04-02T16:00:00+02:00;262
2018-04-02T16:30:00+02:00;280
2018-04-02T17:00:00+02:00;44
2018-04-02T17:30:00+02:00;42
2018-04-02T18:00:00+02:00;30
2018-04-02T18:30:00+02:00;42
2018-04-02T19:00:00+02:00;32
2018-04-02T19:30:00+02:00;38
2018-04-02T20:00:00+02:00;32
2018-04-02T20:30:00+02:00;44
2018-04-02T21:00:00+02:00;70
2018-04-02T21:30:00+02:00;1972
2018-04-02T22:00:00+02:00;1168
2018-04-02T22:30:00+02:00;1168
2018-04-02T23:00:00+02:00;602
2018-04-02T23:30:00+02:00;44
2018-04-03T00:00:00+02:00;60
2018-04-03T00:30:00+02:00;58
2018-04-03T01:00:00+02:00;30
2018-04-03T01:30:00+02:00;564
2018-04-03T02:00:00+02:00;590
2018-04-03T02:30:00+02:00;434
2018-04-03T03:00:00+02:00;242
2018-04-03T03:30:00+02:00;258
2018-04-03T04:00:00+02:00;134
2018-04-03T04:30:00+02:00;250
2018-04-03T05:00:00+02:00;154
2018-04-03T05:30:00+02:00;162
2018-04-03T06:00:00+02:00;210
2018-04-03T06:30:00+02:00;206
2018-04-03T07:00:00+02:00;160
2018-04-03T07:30:00+02:00;56
2018-04-03T08:00:00+02:00;52
2018-04-03T08:30:00+02:00;56
2018-04-03T09:00:00+02:00;158
2018-04-03T09:30:00+02:00;644
2018-04-03T10:00:00+02:00;1106
2018-04-03T10:30:00+02:00;1088
2018-04-03T11:00:00+02:00;1086
2018-04-03T11:30:00+02:00;1120
2018-04-03T12:00:00+02:00;1098
2018-04-03T12:30:00+02:00;2234
2018-04-03T13:00:00+02:00;1144
2018-04-03T13:30:00+02:00;1246
2018-04-03T14:00:00+02:00;1076
2018-04-03T14:30:00+02:00;1662
2018-04-03T15:00:00+02:00;2920
2018-04-03T15:30:00+02:00;2976
2018-04-03T16:00:00+02:00;2006
2018-04-03T16:30:00+02:00;1474
2018-04-03T17:00:00+02:00;284
2018-04-03T17:30:00+02:00;44
2018-04-03T18:00:00+02:00;54
2018-04-03T18:30:00+02:00;54
2018-04-03T19:00:00+02:00;56
2018-04-03T19:30:00+02:00;42
2018-04-03T20:00:00+02:00;1476
2018-04-03T20:30:00+02:00;1600
2018-04-03T21:00:00+02:00;994
2018-04-03T21:30:00+02:00;916
2018-04-03T22:00:00+02:00;924
2018-04-03T22:30:00+02:00;728
2018-04-03T23:00:00+02:00;94
2018-04-03T23:30:00+02:00;54
2018-04-04T00:00:00+02:00;66
2018-04-04T00:30:00+02:00;70
2018-04-04T01:00:00+02:00;50
2018-04-04T01:30:00+02:00;692
2018-04-04T02:00:00+02:00;1056
2018-04-04T02:30:00+02:00;576
2018-04-04T03:00:00+02:00;390
2018-04-04T03:30:00+02:00;258
2018-04-04T04:00:00+02:00;164
2018-04-04T04:30:00+02:00;144
2018-04-04T05:00:00+02:00;256
2018-04-04T05:30:00+02:00;142
2018-04-04T06:00:00+02:00;152
2018-04-04T06:30:00+02:00;140
2018-04-04T07:00:00+02:00;138
2018-04-04T07:30:00+02:00;140
2018-04-04T08:00:00+02:00;60
2018-04-04T08:30:00+02:00;86
2018-04-04T09:00:00+02:00;118
2018-04-04T09:30:00+02:00;96
2018-04-04T10:00:00+02:00;234
2018-04-04T10:30:00+02:00;66
2018-04-04T11:00:00+02:00;60
2018-04-04T11:30:00+02:00;58
2018-04-04T12:00:00+02:00;76
2018-04-04T12:30:00+02:00;66
2018-04-04T13:00:00+02:00;102
2018-04-04T13:30:00+02:00;114
2018-04-04T14:00:00+02:00;94
2018-04-04T14:30:00+02:00;758
2018-04-04T15:00:00+02:00;2838
2018-04-04T15:30:00+02:00;990
2018-04-04T16:00:00+02:00;628
2018-04-04T16:30:00+02:00;242
2018-04-04T17:00:00+02:00;28
2018-04-04T17:30:00+02:00;44
2018-04-04T18:00:00+02:00;44
2018-04-04T18:30:00+02:00;526
2018-04-04T19:00:00+02:00;518
2018-04-04T19:30:00+02:00;622
2018-04-04T20:00:00+02:00;334
2018-04-04T20:30:00+02:00;170
2018-04-04T21:00:00+02:00;576
2018-04-04T21:30:00+02:00;788
2018-04-04T22:00:00+02:00;798
2018-04-04T22:30:00+02:00;62
2018-04-04T23:00:00+02:00;50
2018-04-04T23:30:00+02:00;48
2018-04-05T00:00:00+02:00;56
2018-04-05T00:30:00+02:00;
2018-04-05T01:00:00+02:00;
2018-04-05T01:30:00+02:00;
2018-04-05T02:00:00+02:00;
2018-04-05T02:30:00+02:00;
2018-04-05T03:00:00+02:00;
2018-04-05T03:30:00+02:00;
2018-04-05T04:00:00+02:00;
2018-04-05T04:30:00+02:00;
2018-04-05T05:00:00+02:00;
2018-04-05T05:30:00+02:00;
2018-04-05T06:00:00+02:00;
2018-04-05T06:30:00+02:00;
2018-04-05T07:00:00+02:00;
2018-04-05T07:30:00+02:00;
2018-04-05T08:00:00+02:00;
2018-04-05T08:30:00+02:00;
2018-04-05T09:00:00+02:00;
2018-04-05T09:30:00+02:00;
2018-04-05T10:00:00+02:00;
2018-04-05T10:30:00+02:00;
2018-04-05T11:00:00+02:00;
2018-04-05T11:30:00+02:00;
2018-04-05T12:00:00+02:00;
2018-04-05T12:30:00+02:00;
2018-04-05T13:00:00+02:00;
2018-04-05T13:30:00+02:00;
2018-04-05T14:00:00+02:00;
2018-04-05T14:30:00+02:00;
2018-04-05T15:00:00+02:00;
2018-04-05T15:30:00+02:00;
2018-04-05T16:00:00+02:00;
2018-04-05T16:30:00+02:00;
2018-04-05T17:00:00+02:00;
2018-04-05T17:30:00+02:00;
2018-04-05T18:00:00+02:00;
2018-04-05T18:30:00+02:00;
2018-04-05T19:00:00+02:00;
2018-04-05T19:30:00+02:00;
2018-04-05T20:00:00+02:00;
2018-04-05T20:30:00+02:00;
2018-04-05T21:00:00+02:00;
2018-04-05T21:30:00+02:00;
2018-04-05T22:00:00+02:00;
2018-04-05T22:30:00+02:00;
2018-04-05T23:00:00+02:00;
2018-04-05T23:30:00+02:00;
2018-04-06T00:00:00+02:00;
2018-04-06T00:30:00+02:00;52
2018-04-06T01:00:00+02:00;52
2018-04-06T01:30:00+02:00;668
2018-04-06T02:00:00+02:00;900
2018-04-06T02:30:00+02:00;388
2018-04-06T03:00:00+02:00;370
2018-04-06T03:30:00+02:00;250
2018-04-06T04:00:00+02:00;146
2018-04-06T04:30:00+02:00;144
2018-04-06T05:00:00+02:00;144
2018-04-06T05:30:00+02:00;148
2018-04-06T06:00:00+02:00;156
2018-04-06T06:30:00+02:00;156
2018-04-06T07:00:00+02:00;194
2018-04-06T07:30:00+02:00;50
2018-04-06T08:00:00+02:00;62
2018-04-06T08:30:00+02:00;122
2018-04-06T09:00:00+02:00;110
2018-04-06T09:30:00+02:00;64
2018-04-06T10:00:00+02:00;28
2018-04-06T10:30:00+02:00;44
2018-04-06T11:00:00+02:00;42
2018-04-06T11:30:00+02:00;38
2018-04-06T12:00:00+02:00;34
2018-04-06T12:30:00+02:00;44
2018-04-06T13:00:00+02:00;42
2018-04-06T13:30:00+02:00;30
2018-04-06T14:00:00+02:00;44
2018-04-06T14:30:00+02:00;670
2018-04-06T15:00:00+02:00;1932
2018-04-06T15:30:00+02:00;1796
2018-04-06T16:00:00+02:00;588
2018-04-06T16:30:00+02:00;190
2018-04-06T17:00:00+02:00;44
2018-04-06T17:30:00+02:00;40
2018-04-06T18:00:00+02:00;32
2018-04-06T18:30:00+02:00;44
2018-04-06T19:00:00+02:00;70
2018-04-06T19:30:00+02:00;74
2018-04-06T20:00:00+02:00;322
2018-04-06T20:30:00+02:00;186
2018-04-06T21:00:00+02:00;242
2018-04-06T21:30:00+02:00;502
2018-04-06T22:00:00+02:00;144
2018-04-06T22:30:00+02:00;136
2018-04-06T23:00:00+02:00;110
2018-04-06T23:30:00+02:00;126
2018-04-07T00:00:00+02:00;70
2018-04-07T00:30:00+02:00;50
2018-04-07T01:00:00+02:00;38
2018-04-07T01:30:00+02:00;672
2018-04-07T02:00:00+02:00;1924
2018-04-07T02:30:00+02:00;850
2018-04-07T03:00:00+02:00;512
2018-04-07T03:30:00+02:00;398
2018-04-07T04:00:00+02:00;132
2018-04-07T04:30:00+02:00;182
2018-04-07T05:00:00+02:00;144
2018-04-07T05:30:00+02:00;194
2018-04-07T06:00:00+02:00;176
2018-04-07T06:30:00+02:00;40
2018-04-07T07:00:00+02:00;130
2018-04-07T07:30:00+02:00;138
2018-04-07T08:00:00+02:00;66
2018-04-07T08:30:00+02:00;92
2018-04-07T09:00:00+02:00;178
2018-04-07T09:30:00+02:00;284
2018-04-07T10:00:00+02:00;76
2018-04-07T10:30:00+02:00;40
2018-04-07T11:00:00+02:00;34
2018-04-07T11:30:00+02:00;38
2018-04-07T12:00:00+02:00;348
2018-04-07T12:30:00+02:00;100
2018-04-07T13:00:00+02:00;88
2018-04-07T13:30:00+02:00;88
2018-04-07T14:00:00+02:00;84
2018-04-07T14:30:00+02:00;714
2018-04-07T15:00:00+02:00;1960
2018-04-07T15:30:00+02:00;1660
2018-04-07T16:00:00+02:00;856
2018-04-07T16:30:00+02:00;332
2018-04-07T17:00:00+02:00;90
2018-04-07T17:30:00+02:00;88
2018-04-07T18:00:00+02:00;82
2018-04-07T18:30:00+02:00;268
2018-04-07T19:00:00+02:00;100
2018-04-07T19:30:00+02:00;164
2018-04-07T20:00:00+02:00;324
2018-04-07T20:30:00+02:00;42
2018-04-07T21:00:00+02:00;34
2018-04-07T21:30:00+02:00;36
2018-04-07T22:00:00+02:00;36
2018-04-07T22:30:00+02:00;46
2018-04-07T23:00:00+02:00;226
2018-04-07T23:30:00+02:00;64
2018-04-08T00:00:00+02:00;90
2018-04-08T00:30:00+02:00;42
2018-04-08T01:00:00+02:00;34
2018-04-08T01:30:00+02:00;614
2018-04-08T02:00:00+02:00;644
2018-04-08T02:30:00+02:00;894
2018-04-08T03:00:00+02:00;152
2018-04-08T03:30:00+02:00;214
2018-04-08T04:00:00+02:00;170
2018-04-08T04:30:00+02:00;124
2018-04-08T05:00:00+02:00;170
2018-04-08T05:30:00+02:00;128
2018-04-08T06:00:00+02:00;132
2018-04-08T06:30:00+02:00;130
2018-04-08T07:00:00+02:00;166
2018-04-08T07:30:00+02:00;138
2018-04-08T08:00:00+02:00;30
2018-04-08T08:30:00+02:00;28
2018-04-08T09:00:00+02:00;72
2018-04-08T09:30:00+02:00;86
2018-04-08T10:00:00+02:00;58
2018-04-08T10:30:00+02:00;56
2018-04-08T11:00:00+02:00;58
2018-04-08T11:30:00+02:00;108
2018-04-08T12:00:00+02:00;56
2018-04-08T12:30:00+02:00;94
2018-04-08T13:00:00+02:00;752
2018-04-08T13:30:00+02:00;238
2018-04-08T14:00:00+02:00;208
2018-04-08T14:30:00+02:00;712
2018-04-08T15:00:00+02:00;1984
2018-04-08T15:30:00+02:00;1932
2018-04-08T16:00:00+02:00;1110
2018-04-08T16:30:00+02:00;444
2018-04-08T17:00:00+02:00;82
2018-04-08T17:30:00+02:00;550
2018-04-08T18:00:00+02:00;908
2018-04-08T18:30:00+02:00;1168
2018-04-08T19:00:00+02:00;1132
2018-04-08T19:30:00+02:00;1206
2018-04-08T20:00:00+02:00;1166
2018-04-08T20:30:00+02:00;1162
2018-04-08T21:00:00+02:00;1150
2018-04-08T21:30:00+02:00;1202
2018-04-08T22:00:00+02:00;716
2018-04-08T22:30:00+02:00;344
2018-04-08T23:00:00+02:00;148
2018-04-08T23:30:00+02:00;50
2018-04-09T00:00:00+02:00;72
2018-04-09T00:30:00+02:00;70
2018-04-09T01:00:00+02:00;30
2018-04-09T01:30:00+02:00;448
2018-04-09T02:00:00+02:00;542
2018-04-09T02:30:00+02:00;474
2018-04-09T03:00:00+02:00;266
2018-04-09T03:30:00+02:00;222
2018-04-09T04:00:00+02:00;224
2018-04-09T04:30:00+02:00;132
2018-04-09T05:00:00+02:00;274
2018-04-09T05:30:00+02:00;140
2018-04-09T06:00:00+02:00;118
2018-04-09T06:30:00+02:00;122
2018-04-09T07:00:00+02:00;238
2018-04-09T07:30:00+02:00;106
2018-04-09T08:00:00+02:00;104
2018-04-09T08:30:00+02:00;214
2018-04-09T09:00:00+02:00;94
2018-04-09T09:30:00+02:00;84
2018-04-09T10:00:00+02:00;40
2018-04-09T10:30:00+02:00;30
2018-04-09T11:00:00+02:00;28
2018-04-09T11:30:00+02:00;46
2018-04-09T12:00:00+02:00;80
2018-04-09T12:30:00+02:00;30
2018-04-09T13:00:00+02:00;28
2018-04-09T13:30:00+02:00;36
2018-04-09T14:00:00+02:00;82
2018-04-09T14:30:00+02:00;664
2018-04-09T15:00:00+02:00;1580
2018-04-09T15:30:00+02:00;684
2018-04-09T16:00:00+02:00;394
2018-04-09T16:30:00+02:00;280
2018-04-09T17:00:00+02:00;44
2018-04-09T17:30:00+02:00;30
2018-04-09T18:00:00+02:00;28
2018-04-09T18:30:00+02:00;98
2018-04-09T19:00:00+02:00;772
2018-04-09T19:30:00+02:00;824
2018-04-09T20:00:00+02:00;154
2018-04-09T20:30:00+02:00;516
2018-04-09T21:00:00+02:00;780
2018-04-09T21:30:00+02:00;906
2018-04-09T22:00:00+02:00;954
2018-04-09T22:30:00+02:00;1002
2018-04-09T23:00:00+02:00;602
2018-04-09T23:30:00+02:00;56
2018-04-10T00:00:00+02:00;42
2018-04-10T00:30:00+02:00;84
2018-04-10T01:00:00+02:00;34
2018-04-10T01:30:00+02:00;650
2018-04-10T02:00:00+02:00;800
2018-04-10T02:30:00+02:00;620
2018-04-10T03:00:00+02:00;290
2018-04-10T03:30:00+02:00;248
2018-04-10T04:00:00+02:00;208
2018-04-10T04:30:00+02:00;118
2018-04-10T05:00:00+02:00;138
2018-04-10T05:30:00+02:00;284
2018-04-10T06:00:00+02:00;122
2018-04-10T06:30:00+02:00;162
2018-04-10T07:00:00+02:00;130
2018-04-10T07:30:00+02:00;66
2018-04-10T08:00:00+02:00;62
2018-04-10T08:30:00+02:00;48
2018-04-10T09:00:00+02:00;126
2018-04-10T09:30:00+02:00;208
2018-04-10T10:00:00+02:00;48
2018-04-10T10:30:00+02:00;30
2018-04-10T11:00:00+02:00;30
2018-04-10T11:30:00+02:00;30
2018-04-10T12:00:00+02:00;82
2018-04-10T12:30:00+02:00;42
2018-04-10T13:00:00+02:00;30
2018-04-10T13:30:00+02:00;30
2018-04-10T14:00:00+02:00;30
2018-04-10T14:30:00+02:00;702
2018-04-10T15:00:00+02:00;1916
2018-04-10T15:30:00+02:00;1382
2018-04-10T16:00:00+02:00;728
2018-04-10T16:30:00+02:00;282
2018-04-10T17:00:00+02:00;84
2018-04-10T17:30:00+02:00;36
2018-04-10T18:00:00+02:00;28
2018-04-10T18:30:00+02:00;34
2018-04-10T19:00:00+02:00;136
2018-04-10T19:30:00+02:00;372
2018-04-10T20:00:00+02:00;782
2018-04-10T20:30:00+02:00;1522
2018-04-10T21:00:00+02:00;1128
2018-04-10T21:30:00+02:00;1176
2018-04-10T22:00:00+02:00;1006
2018-04-10T22:30:00+02:00;1024
2018-04-10T23:00:00+02:00;558
2018-04-10T23:30:00+02:00;38
2018-04-11T00:00:00+02:00;36
2018-04-11T00:30:00+02:00;38
2018-04-11T01:00:00+02:00;86
2018-04-11T01:30:00+02:00;666
2018-04-11T02:00:00+02:00;726
2018-04-11T02:30:00+02:00;574
2018-04-11T03:00:00+02:00;320
2018-04-11T03:30:00+02:00;294
2018-04-11T04:00:00+02:00;120
2018-04-11T04:30:00+02:00;206
2018-04-11T05:00:00+02:00;186
2018-04-11T05:30:00+02:00;180
2018-04-11T06:00:00+02:00;136
2018-04-11T06:30:00+02:00;208
2018-04-11T07:00:00+02:00;1026
2018-04-11T07:30:00+02:00;1360
2018-04-11T08:00:00+02:00;58
2018-04-11T08:30:00+02:00;28
2018-04-11T09:00:00+02:00;30
